"tweet_text","topic"
"@JetBlue Washington DC (:","USair"
"@AmericanAir any idea what's up with flight AA3181?","USair"
"@SouthwestAir just do it that easy","USair"
"@JetBlue yes Party is Over _Ÿ˜‚","USair"
"@USAirways US 728/Feb 21. Ground power shorts again for the third time. Weary German passenger deplanes. Makes me jealous. Auf wiedersehen!","USair"
"@AmericanAir whenever I cheat on you it goes horribly wrong! I promise, I won't stray anymore. I'm talking about you @Delta!","USair"
"@VirginAmerica thanks so much!","USair"
"@SouthwestAir  flying Southwest for the first time to LGA with a layover in Atlanta!","USair"
"@USAirways @AmericanAir WHERE IS MY BAG ?#SOS ITIS BEING LOST FOR MORE THAN 24 HOURS ! #POORCUSTUMERSERVICE","USair"
"@JetBlue other jfk to Boston flights went off with some delay but not this.  #epicfail","USair"
"@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.","USair"
"@united you're right. Good you caught the mechanical failure. Too bad there are no blankets. But ok.","USair"
"@USAirways XNA has TSA Precheck! Would be nice if your system knew that.","USair"
"@USAirways my friends are stuck at KPHL and not getting any help from anyone, can you guys contact them please?","USair"
"@SouthwestAir I would love to go to the Atlanta show â™¥ï¸è","USair"
"@USAirways suppose I need to tweet everyone how horrible your airline is for you to take notice. Let me try that route.","USair"
"@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good","USair"
"@USAirways Your gate team are polite. But your planes are habitually Late Flight. In many cases, passengers are waiting for the flight crew!","USair"
"@USAirways only to come home a day Late Flight to find out you guys have lost my luggage","USair"
"@SouthwestAir I was never able to talk so someone so had to buy another new ticket. Will be calling shortly for refund.","USair"
"@JetBlue this makes me happy. I hope these aren't empty promises.","USair"
"@JetBlue We just landed in Vegas but not allowed to leave the plane just yet. Thanks for making me miss my flight at 1 pm. #fustrated","USair"
"@USAirways just lost a faithful customer.","USair"
"â€œ@JetBlue: Our fleet's on fleek. http://t.co/RkwugmanM9â€ù lmao you know a white person said this","USair"
"@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.","USair"
"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx","USair"
"@united I am buying 2 yo own seat on 3 legs of intl trip, car seat? Required? If not- then allowed? Can child still sit w/mom after takeoff?","USair"
"@JetBlue What confirmation number?","USair"
"@AmericanAir Also, I have to wait more than 2 hours before I can speak to someone on the phone?  I can't wait 2 hours.  :(","USair"
"@USAirways, can't control weather/flight attendant.Can control this-green ACU bag, 1.5 hrs &amp; counting! Yep that's me! http://t.co/0jUtCDRLjl","USair"
"@USAirways I should also add the weather conditions are terrible. Expecting 18 inches of snow. Any advice?","USair"
"@AmericanAir thanks for getting back to me. how frequently are these weather advisories updated throughout the day?","USair"
"@JetBlue Still love you guys. But get me to Vegas already! â˜€ï¸è_ŸŒ´âœˆï¸è_Ÿç¸_Ÿ__","USair"
"@USAirways I've been on hold for 41min. Just trying to change my reservation.","USair"
"_Ÿ˜¢_Ÿ˜¢ RTâ€œ@JetBlue: @Peaches275 Oh no! Unfortunately, the code must be entered at the time of purchase in order to qualify for the points.â€ù","USair"
"@SouthwestAir big thanks to your team. family emerg, same day ticket, experience was excellent. 1st time flying with yall, not my last!","USair"
"@USAirways still on hold...1 hr 27 mins....thank god for chairman status. status match @Delta?","USair"
"@united MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc","USair"
"@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?","USair"
"@usairways Thx for responding :) When bags came there was mad rush towards end of jetwayâ€”why not just put thru baggage claim?","USair"
"@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job","USair"
"@united good job at CLE .. TPA on schedule ... 4 to 5 inches of snow ! http://t.co/9tbsJquw41","USair"
"@JetBlue 2nd time flying jetblue this year and my armrest TV controller doesn't work agian!!and that's the main reason I fly jetblue _Ÿ˜”_Ÿ˜“_Ÿ˜_","USair"
"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, ""NO.""","USair"
"@AmericanAir usually raving about the service to LAX. Your nbr1 and helper can't figure out how to hang a coat and serve a drink. 6F","USair"
"@USAirways through, can you confirm that I haven't been charged?","USair"
"@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.","USair"
"@AmericanAir Lost and Found is like talking to a hormonal teenager who refuses to talk to you. #useless #wastedeffort #FAIL","USair"
"@JetBlue lol the fleet on fleek... i see yall ballin... new jets on deck..","USair"
"@SouthwestAir best airline _Ÿ‘Œ","USair"
".@AmericanAir how about connecting me with a customer service rep? I'd rather speak to a person than a computer. Thanks!","USair"
"@AmericanAir No apology necessary. It was wind and I was on Delta. XOXO","USair"
"@JetBlue Beatriz and Susan. Gate 4 MCO.","USair"
"@AmericanAir wow. Flight crew shows up :15 mins before the flight. No catering for AA3390. Nice. Why to treat your customers.","USair"
"@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW. They are a pain to deal with","USair"
"@SouthwestAir when are you releasing your flights for September? Just found out you fly direct lbb to las! So excited! #tripofalifetime","USair"
"@SouthwestAir Not your finest moment in Boston right now!","USair"
"@united Just had the worst experience ever flying with you","USair"
"@SouthwestAir safety back in Dallas!","USair"
"@JetBlue What about if I booked it through Orbitz? My email is correct, but there's a middle party.","USair"
"@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?","USair"
"@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!","USair"
"@USAirways No hot food on a 5 hour flight? Crazy. Couldn't eat in PHL b/c our original connection was 40 min Late Flight. What gives? #PHLtoLAS","USair"
"@united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.","USair"
"@USAirways not best pleased with service so far. On our third gate and still no guarantee that it's the correct one :(","USair"
"@USAirways so mad I can't even believe  you guys Cancelled Flight my connecting flight after I leave the first stop, &amp; give me a useless hotel voucher","USair"
"@united UNBELIEVABLY DISAPPOINTED. DELAY AFTER DELAY. STOP MESSING WITH MY LIFE.","USair"
"@SouthwestAir love bridesmaid dancing Can't wait for you to fly into puerto Vallarta and kick united ass!","USair"
"@JetBlue offers hot tea and coffee...at the gate! You guys make me wonder why I have ever flown any other airlines! â˜•âœˆ_Ÿ‘ç","USair"
"@AmericanAir are flights from Pensacola fl delayed flight 3670","USair"
"@united take a lesson from @VirginAmerica , they know how to treat customers!","USair"
"@SouthwestAir how do I go on the scavenger hunt if I'm in Boston?","USair"
"@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround","USair"
"@AmericanAir appreciate update. Have also appreciated our pilots effort to explain to us just now. Accurate, authoritative comms is vital.","USair"
"@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst","USair"
"@SouthwestAir do you have any tickets to the Atlanta show? I would love to go with my sister â™¥ï¸è_Ÿ™è","USair"
"@USAirways landed safely everything worked out.","USair"
"@united @airlines. Agents arguing about check bag announcement. Looked for room until seat 20, gave up and walked back to seat 7.Unnecessary","USair"
"@AmericanAir thank you for the robotic and non helpful assistance.","USair"
"@SouthwestAir Hi! Just got my TSA pre-check # &amp; put it in my acct. But it's not on my boarding pass for a flight this p.m.Can it be updated?","USair"
"@JetBlue still sitting in plane in Newburg. This is getting #ridiculous. No way to treat #loyal customers.","USair"
"@USAirways 2102 DCA-BOS. Cancelled Flightled after making us wait over an hour. If I fly USAir every week can you upgrade my status proactively?","USair"
"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI","USair"
"@AmericanAir you expect us to spend our hard earn $ to fly and make exceptions when you have extra call volume, however, you never make acpt","USair"
"@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B","USair"
"@USAirways has the most ass backwards process for using credits on flights. even trying to get a hold of customer relations is impossible","USair"
"@usairways Is it possible to Cancelled Flight my reservation online?","USair"
"@JetBlue I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!","USair"
"@USAirways no they dont.  I think I already said that.  No one responds.  Its an auto response.  Wait is this an auto response??????","USair"
"@JetBlue This is the error message: Paper tickets cannot be serviced on-line.
Please see a JetBlue Crewmember for assistance.","USair"
"@JetBlue I thought the same thing after I sent it","USair"
"Peak #Caucasity RT @JetBlue Our fleet's on fleek. http://t.co/cSNRPVY9b9","USair"
"@united @campilley hahaha. If they weren't an American company, i would say this was great sarcasm!!","USair"
"@usairways I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?","USair"
"@SouthwestAir all good now. Going to make it to Boston on time. I'm actually on your wifi right now","USair"
"@SouthwestAir @Imaginedragons @beatsmusic well timed tweet, just boarded and will be listening on my way home!","USair"
"@united now finally in memphis. Landed 30 minutes ago. Still no bags. Paying for a service that just gets worse...","USair"
"@SouthwestAir to start daily #B737-700 flights from #Washington Reagan to #FtLauderdale on 8AUG #avgeek","USair"
"@united we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area","USair"
"@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?","USair"
"@united agent Rick Clifton in SEA-HOU , told him my father is dying and needed to get my handbag on the cabin. he did nothing #shameful","USair"
"@AmericanAir how about a reservation phone system that actually works? You know the 800 number is unreachable? Callbacks are ""dead air"".","USair"
"@USAirways is the worst. Why on earth would @AmericanAir merge with them? I won't be flying either of them any time soon.","USair"
"@united Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for @Delta","USair"
"@USAirways I better get a free flight","USair"
"@USAirways customer service failure aside, one would think you guys would care about inaccurate manifests. I'm sure TSA would.","USair"
"@united 1632 was phenomenal frm gate (SEA) to gate (IAD)","USair"
"@AmericanAir  terrible response! How about someone picking up the phone and calling me...It is now 49 Hours with no luggage","USair"
"@AmericanAir Could have voided the ticket since it was &gt; 24hrs since Flight Booking Problems. Are you going to waive the fees? Still can't get through.","USair"
"@jetblue you just directed me to your mobile website. Where is the direct link? GET IT TOGETHER!","USair"
"@united Life goal: complete âœ”ï¸è","USair"
"@JetBlue too Late Flight. Several passengers are inebriated. You're in league with big alcohol. Shame on you.","USair"
"@USAirways Why can't I check in online for a flight tomorrow am?","USair"
"@united my flight was already Cancelled Flightled this morning because of a ""snow storm in Denver"". And now I'm in DC waiting for a pilot to get on+","USair"
"@united you Cancelled Flightled my flight without notification?","USair"
"@SouthwestAir Next once we arrived to Atlanta, we waited a full HOUR before our luggage was placed on a carousel. One hour!","USair"
"Who Okay'd this?!?! RT @JetBlue Our fleet's on fleek. http://t.co/knUVuOVhub","USair"
"@USAirways if it was so important, why did I wait on hold and then get hung up on by your computer?  #disappointed","USair"
"@united @JMS2802 : nothing like supporting your own mechanics and maintenance workers...instead United puts out a video of TIMCO doing wifi.","USair"
"@united thank you.
It's my daughters 13th bd party w/proj. weather cond, it doesn't look promising.
Please assist with earlier flts to Cmh?","USair"
"@SouthwestAir Already rebooked for tomorrow. Fingers crossed!","USair"
"@USAirways US 728. One water run of the planet's smallest water bottles. Applaud you looking out for the environment.","USair"
"@USAirways I did, but it won't help.. Can't believe you wouldn't take full fare for first class and gave away to Platinum Member.. Profits?","USair"
". @united sad that you don't think it is important to resolve your client facing team that behaves disgraceful","USair"
"@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!","USair"
"@USAirways  glad to be home and that your great people got me home safely. Sad for others who didn't get back bc of scheduling problems.","USair"
"â€œ@AmericanAir: @Andrew_Wasila We're sorry you were uncomfortable, Andrew. What can we do for you?â€ù SMA","USair"
"@JetBlue my wife sent me a family invite but I never accepted it. She should not be locked into a family account that never got created.","USair"
"â€œ@JetBlue: Our fleet's on fleek. http://t.co/5KshTUe6Q0â€ù _Ÿ˜‚","USair"
"@AmericanAir I DMed you my AA &amp; phone #s &amp; you can't have someone call me? What was the point of your response? You didn't resolve anything!","USair"
"Decisions Decisions @MandarinJourney @united:  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KPâ€ù","USair"
"@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?","USair"
"@AmericanAir is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?","USair"
"@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.","USair"
"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine.","USair"
"@AmericanAir and let FLT 2350 know I'm coming / gate crew have yet to arrive to let us off FLT 5350 #DFW","USair"
"@usairways hi. You lost my father's wheelchair. Every time we call we just get voicemail. My dad needs it to go home. Please DM me.","USair"
"@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!","USair"
"@SouthwestAir sending now via dm","USair"
"@AmericanAir weather is unavoidable. Understaffing is controllable","USair"
"@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!","USair"
"@JetBlue ..... No crew at our gate.","USair"
"@AmericanAir the last was 2339 dfw to ord. Not weather reLate Flightd... Austin leg delayed as well","USair"
"@USAirways 1917. Thanks for the 5 hour layover in LA too_Ÿ‘ç Icing on the cake. At least your staff was courteous and helpful.. Not #unreal","USair"
"@AmericanAir Least you could do would be to refund me the one-way ticket I had to buy since you weren't able to accommodate. Thank you.","USair"
"@USAirways @nanceebing 4 hour hold times at the moment...and counting. #disgrace","USair"
"@USAirways I've been on hold for 36 mins and counting cause you charged my credit card for bag but provided no receipt and said error. Awful","USair"
"@AmericanAir @superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!","USair"
"@united keep me updated. Let me know that the bags make the flight to j-burg","USair"
"@USAirways no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself","USair"
"@USAirways @caterobbie if that link worked most of us could take care of ourselves  please contact your tech people to get that working","USair"
"@AmericanAir thanks","USair"
"@united on 2/20 Denver AP, gate B91 (destination Santa Fe), agent Ashley did an amazing job in the face of an angry traveler. Kudos.","USair"
"@united I did not.  That's why I am VERY concerned.","USair"
"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?","USair"
"@united #UnitedAirlines fill out form and never receive response? I expect remedy. We can travel another airline and Cancelled Flight as members w u.","USair"
"@SouthwestAir and thx for not responding","USair"
"@AmericanAir thanks for forcing me to check -in my carry - on luggage. That is exactly why I spent extra money on ""travel size"" toiletries","USair"
"@USAirways you're right it's not fun. Especially when I don't have much of a choice. Lol. #curvygirltravels","USair"
"@JetBlue Thanks!","USair"
"@AmericanAir why would I pay $200 to reactivate my points that are only useful for certain flights that aren't even worth $200?","USair"
"@USAirways checked into my flight yesterday and have been bumped to a Tuesday flight! Unacceptable and no agents to speak to!","USair"
"@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY","USair"
"@SouthwestAir do you have any info about when #DestinationDragons winners will be announced? me &amp; my best friend are hoping to win. thanks!","USair"
"@AmericanAir been waiting on hold for more than an hour","USair"
"@USAirways will shall see in the next couple of minutes.","USair"
"â€œ@united: @leigh_emery We don't like to hear this. Is there anything we can help with? Thanks. ^EYâ€ù another empty offer for help.","USair"
"@USAirways please please please let my plane back to the gate so I can get off as I will miss connection due to CLT closing. 2034","USair"
"Yes but I will nvr fly w/ @USAirways I missed my con flight bc of a coffeemaker on FT1892 Couldn't see my father be4 they put him in a coma","USair"
"@JetBlue get me home! Flight 2016 from buf to Bos is missing a captain!? Really!?","USair"
"@SouthwestAir luckily, the people working the BSO at Chicago Midway have been very attentive and found our bags in Punta Cana.","USair"
"@AmericanAir - We have; they were useless. Baggage service called before 9 to tell us we would have bags by 3. Now, maybe midnight.","USair"
"@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.","USair"
"@united no, didn't notice I was 38A until start of boarding. Assumed I was 8E. By time boarding started, GAs had cleared standbys, full flt","USair"
"@united My wife and I will be sharing this dreadful experience. Don't pretend UA cares about young girl traveling alone # United Airlines","USair"
"@JetBlue absolutely no worries. I'm just never flying with you again. Ever. Even I have to hitch hike cross country #passengersarepeople","USair"
"@USAirways is it policy to tell customers ""We can't help you?"" I'm sorry but this is unacceptable","USair"
"@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues","USair"
"@AmericanAir One hour to check in is 45 minutes too long. MIA FAIL.","USair"
"@AmericanAir could you guys follow me so I can dm yall please","USair"
"@united 4016 529557.   You going to transfer my car to me too?  Because it's at the airport you couldn't get me too...","USair"
"@SouthwestAir I'm stuck in Fort Lauderdale.","USair"
"nope. RT @JetBlue: Our fleet's on fleek. http://t.co/9SHhTvIOTI","USair"
"@united i need help but in spanish","USair"
"@SouthwestAir Your hold music needs 2 be fixed:certain tracks have loud phone button mashing tones in them.Estimated wait time would help 2.","USair"
"@SouthwestAir you were my go to airline now not so much!! You say you care but I now see not so much! Right now, you suck!!","USair"
"@AmericanAir I tried site &amp; doesnt allow me. Same reason why I wasn't allowed to board this morning. Will try diff airline for work trips","USair"
"@USAirways still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks","USair"
"@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle","USair"
"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience","USair"
"@united but if i tweet the ID number, won't that reveal my home address to anyone on the web?","USair"
"@AmericanAir btr trained gate agts. Im a frequent flyer &amp; have nvr had issue w/my bag 2day I was forced 2 gate check while priority boarding","USair"
"@SouthwestAir  the agents werenot helpful told me I would have to pay 2chng even though I Tld them going2 bwi whch is part of trvl advsry","USair"
"@USAirways I asked for some reimbursement something like miles added to my account and was told to call customer service","USair"
"@SouthwestAir @poisonpill76 im in same boat.. 8am flight to Jacksonville... Get me out of here!!","USair"
"His name is Enzo _Ÿ˜_ RT @JetBlue : @Setorii Well hello there pooch! What's your name? #dog http://t.co/dLh9138HBg","USair"
"@AmericanAir done. I hope you can offer something.","USair"
"@JetBlue Well, I fly into Huntsville, AL. But I'd take either Nashville or Birmingham too!","USair"
"@JetBlue 2:55 tomorrow from RIC to BOS. Looking good or am I better rescheduling?","USair"
"@AmericanAir at the gate when I get off the plane?","USair"
"@USAirways it MIGHT have went through. No confirmation. ""Please wait"" then same form.","USair"
"@united nonrefundable, hence I wrote $200! Doesn't make sense for my 150 credit. #nothanks","USair"
"@united you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....","USair"
"@USAirways Will do :)","USair"
"@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.","USair"
"@USAirways delayed, connection missed, now extended layover how about a lounge pass for PHL. #5077","USair"
"@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline w/out WiFi...and pls no 'unwind' BS.","USair"
"@AmericanAir will do. I'd think, though, that a literally identical itinerary to your sample itineraries would work - maybe need to update?","USair"
"@USAirways flight 838 now leaving after 6 hour mechanical delay. Need lodging voucher and meals tonight in st Thomas who do I see?","USair"
"@united private jet would have been cool! Do does not work. I'll try again","USair"
"@AmericanAir I tried, EXTREMELY RUDE. Even the supervisor. And when I asked to speak to HIS supervisor I was told no","USair"
"@united refund?","USair"
"@JetBlue nope. This 8:45am flight is now not leaving until almost 5pm. 5! I can't believe I paid money for this.","USair"
"@AmericanAir i've now been in France two days without changing clothes and nothing to keep me warm so please locate my bag and send it to(4)","USair"
"@SouthwestAir I will not have my passport in time for my trip. Could I still fly with photo ID? #thingsishouldknow #ifeeldumb","USair"
"@SouthwestAir my birthday is February 24th which is the date of the imagine dragons in flight concert btw","USair"
"@SouthwestAir will do - if you follow back I can DM that info","USair"
"@USAirways what's going on? I've been hearing a not-friendly 'Please wait' on repeat while I'm on hold, being transferred to idk where...","USair"
"@united booked EWR-FLL in first for two on 3-8. Let's see how you compare to the garbage @AmericanAir first class has become","USair"
"@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've","USair"
"@USAirways waiting for you to figure it out. This is unacceptable.","USair"
"@USAirways 4420 delayed further?","USair"
"@united now there is no one to operate the ramp to let us out of the plane in IAH...wow..just wow","USair"
"@AmericanAir Delaney and Shawn at DFW showed exceptional customer service today. Will happily choose AA whenever possible now! Thank you!","USair"
"@united thank you for the reply. I emailed your customer care department about my experience.","USair"
"@united flight 4567 agent now wandered off. Pilots came out looking for her. Went to charge her personal phone which she'd been txting on","USair"
"@AmericanAir Yes and without my bags. 2 first class tickets to Tahiti would be nice. Just saying","USair"
"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... _Ÿ‘€","USair"
"@AmericanAir awesome. Thanks!","USair"
"@AmericanAir thank you for the confirmation.","USair"
"@USAirways called 3x &amp; it says high call volumes call back. At $1 a minute for international calls is there any way someone can contact me?","USair"
"@united u guys did it again changed ages and double booked seats so I had to I've even though I have platinum and the other person none","USair"
".@AmericanAir nice 2 know. I paid 4 a seat. Then you sold my seat. now I bought a 3rd seat. It's a good scam, but a scam all the same.","USair"
"@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling","USair"
"@SouthwestAir really this is getting worse as the day goes on. Late Flight leaving then had to be diverted, and now sitting on the tarmac in VA.","USair"
"@USAirways pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this long_Ÿ˜’","USair"
"@SouthwestAir I just wanted Southwest to know that I don't think they're as great as I used to anymore. Nothing to look into.","USair"
"@SouthwestAir landing early morning @BWI_Airport after snowfall. http://t.co/apRZsPxigE","USair"
"@united I have a question about my interview process I had only one interview but was the last person is that good or bad","USair"
"@united Cancelled Flighting. bought a ticket for a friend but cant get the credit under my name","USair"
"@VirginAmerica wish you flew out of Atlanta... Soon?","USair"
"@united @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA. @AmericanAir @British_Airways","USair"
"@united not completely.  Our flight was changed in July but we never received notification.","USair"
"@JetBlue I do! The best airline wifi ever. Thank you!","USair"
"@united said they would give us a refund. 30 days Late Flightr NO refund.","USair"
"@SouthwestAir Cancelled Flights arrivals &amp; departures in Nashville as of 5pm. That and more weather headlines @ 4pm #LiveOnFOX17 #FebruaryFreezeFox17","USair"
"@USAirways an already pleasant flight from London to Charlotte (US733) was made fantastic by an amazing attendant. Thank you so much Robert!","USair"
"â€œ@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.â€ù Confirmation code?","USair"
"@united Nope! I'm on UA 174 that was supposed to leave at 6:47 but are still at the gate. Apparently we are about to pull back and de-ice.","USair"
"@united Learn to hold connections. They texted me there is another flight Late Flightr - my connection hasn't left and were pulling into the gate","USair"
"@AmericanAir thank you, truly appreciate the help, just sent a DM","USair"
"@united trying to check in for tomorrow's flight. website keeps timing out. what's up?","USair"
"@united You might be dealing with frustrated passenegers. hope you all have a great day :) thank you very much for an amazing airline :)","USair"
"@USAirways surprisingly quick response time by you and them. Thanks!","USair"
"@JetBlue @BrandsSayingBae well here we go","USair"
"@united doing a good thing, holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time","USair"
"@USAirways you've completely ruined a pro athlete's ability to prepare for a race. Now you won't help him get the bike he needs to the DR?!","USair"
"@united and what am I suppose to do with that number?","USair"
"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin","USair"
"@united would be hard to be worse than last time but I'm sure you'll give it a shot","USair"
"@USAirways would you consider honoring the original fare price if I were to try Flight Booking Problems the ticket again?","USair"
"@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out","USair"
"@united Booked a flight home over 7 months ago and requested seats together for my fiancÃ©e and I. We got 2 middle seats. UNACCEPTABLE. The","USair"
"@SouthwestAir won't answer their phones #HorribleService #NeverAgain #frustrated #AnswerThePhone","USair"
"@USAirways Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.","USair"
"@united Ill check it out, appreciate the response, regardless.","USair"
"@united I will thank you!","USair"
"@USAirways Was told it was a software bug. Told to call back this AM  Now your system is too busy to handle any calls this AM.  Clown shoes.","USair"
"@united literally sucks","USair"
"@JetBlue I love your flights! But theres always some delay unfortunately","USair"
"@united I would have made it if you hadn't already booked me on another flight and Cancelled Flighted my original reservation.","USair"
"@SouthwestAir  what is the status on flight#122 STL-AUS?","USair"
"@SouthwestAir thanks so much just had to make a Cancelled Flightlation! I've sent u the info.","USair"
"@SouthwestAir, I really appreciate you all's #BHM commercial that aired today during @BET's #BookofNegroes","USair"
"@united it has now been 16 days since i applied for my compensation?

Y have i had no correspondence","USair"
"@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... _Ÿ˜’","USair"
"@JetBlue friendly, engaging, personable, handled clarifying questions about baggage fees well, and took an interest in what I was doing.","USair"
"@united We've had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?","USair"
"@JetBlue wants Customs at Long Beach Airport for future international flights. By @EricBradleyPT http://t.co/J6Hb4JDvER cc: @BrianSumers","USair"
"@SouthwestAir think you have great people working for you.","USair"
"@AmericanAir @maryella_green despite the inconvenience, the situation was handled quickly and we appreciate it very much!","USair"
"@AmericanAir customer service (if you can call it that) refunded my money","USair"
"@AmericanAir thanks - I miss my dog and this delay is costing me a lot of money.","USair"
"@SouthwestAir Hi Guys good morning how are you doing","USair"
"@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED","USair"
"@USAirways You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...","USair"
"@USAirways My bags were supposed to be delivered to NYC last night (missing since Thurs) but are not here. Can someone call me?","USair"
"@SouthwestAir El Paso deals....Mayâù_âù_âù__Ÿ˜ç_ŸŒè","USair"
"@AmericanAir they responded. I can't respond to their response. Nor can I speak with someone. #worstcustomerserviceever","USair"
"@SouthwestAir Rapid Rewards program sold me short. #Lasttweetaboutthis but still #disappointed.","USair"
"@USAirways  you took the miles out of my account and told me that I could restore by paying $150 or opening a credit card","USair"
"@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit","USair"
"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care.","USair"
"@AmericanAir hats off to Admiral Lounge attendant @ YYZ Terminal 3 who gave her banana to our toddler when none avail elsewhere.","USair"
"@united resolved and im sick and tired of waiting on you. I want my refund and I'd like to speak to someone about it.","USair"
"@AmericanAir I need help with a reservation purchased on @AmericanAir but operated on @USAirways, can't get through on the 800#","USair"
"@USAirways can't get back lost time","USair"
"@SouthwestAir Thanks, you guys are the best","USair"
"@united I would like 2 speak @United VP of #CustExp Jimmy Samartzis! I sent a survey/email about my awful flight exp http://t.co/OtFZ7CygUQ","USair"
"@USAirways well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy","USair"
"@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!","USair"
"@united why haven't you updated that flight 4411 is delayed? Super frustrating","USair"
"@SouthwestAir The in-browser hover over is intrusive and annoying. And the fact that the WiFi only works on one device is sort of sad.","USair"
"@USAirways after 5 flight Cancelled Flightlations we finally get a flight, get to the gate on time &amp; you've given our seats away? Seriously??","USair"
"@AmericanAir Why did  AA973 return to JFK? Thanks :)","USair"
